key,start,end,sentence,anger,confident,disgust,dominant,eloquent,entertaining,fear,gender,happiness,humorous,is_opinion,narcissist,nervous,passionate,persuasive,relaxed,reserved,sadness,sarcastic,surprise,sentiment,secret_word1,secret_word2,secret_word3
qRe3EZwreNM_15,96.3,103.74,legislación que favorezca las fusiones líneas de financiación para fomentar el crecimiento y podríamos seguir,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.6666666666666667,{},{},{}
qRe3EZwreNM_16,104.54,111.86,otro tema primordial es promover la amibición de crecer una de las grandes limitaciones culturales que juegan en contra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3333333333333333,Seguro,Explicativo,Dialogante
qRe3EZwreNM_17,112.66,118.78,en resumen aunque en todos los países predominen las pequeñas empresas nos conviene tener más empresas grandes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6666666666666666,Convienen,Empresas,Grandes
qRe3EZwreNM_18,119.31,125.0,la expresión small is beautiful lo pequeño es hermoso es válida en muchas ocasiones,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.3333333333333333,Serio,Seguro,Convencido
qRe3EZwreNM_19,125.55,129.22,por ejemplo la mayoría de países más competitivos son pequeños,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,{},{},{}
qRe3EZwreNM_20,129.51,132.36,finlandia suiza singapur holanda austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,{},{},{}
qRe3EZwreNM_21,133.06,136.63,estos países proporcionalmente tienen más empresas grandes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3333333333333333,{},{},{}
qRe3EZwreNM_22,136.7,141.44,por tanto en dimensión empresarial big is better cuanto mayor mejor,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Águila,Arena,Robot
qRe3EZwreNM_23,141.97,147.72,y por ello hay que trabajar la ambición y dejar de ponerlo tan difícil a los que quieren crecer,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,{},{},{}
GraPo7bpl4U_0,3.929,4.968909,buen día,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,{},{},{}
GraPo7bpl4U_1,5.2,11.129,en el video anterior te compartí algunas estrategias para evitar la aparición de las crisis de ansiedad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,{},{},{}
GraPo7bpl4U_2,11.639,16.099,hoy voy a dar respuesta a las 5 preguntas más frecuentes sobre estas crisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6666666666666666,{},{},{}
GraPo7bpl4U_3,17.19,20.82,pregunta número 1 por qué me dan las crisis de ansiedad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.6666666666666666,{},{},{}
GraPo7bpl4U_4,21.29,30.399,las crisis de ansiedad suelen ser un síntoma de un problema más complejo cómo problemas de pareja problemas familiares problemas académicos etc,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,{},{},{}
GraPo7bpl4U_5,30.85,40.19,los síntomas o elementos comunes que suelen tener quienes presentan estas crisis suelen ser un alto nivel de estrés y falta de habilidades para manejarlo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,Síntomas,Crisis,Estrés
GraPo7bpl4U_6,42.12,45.56,pregunta número 2 puedo perder el control o volverme loco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,Águila,Arena,Robot
GraPo7bpl4U_7,46.13,46.32,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6666666666666667,{},{},{}
GraPo7bpl4U_8,47.13,54.11,los síntomas como despersonalización o sensación de extrañeza son completamente normales en una crisis de ansiedad,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,{},{},{}
GraPo7bpl4U_9,54.73,69.58,a diferencia de un trastorno con síntomas psicóticos quién padece una crisis de ansiedad y sensación de extrañeza suele estar completamente consiente de dónde se encuentra lo que está sintiendo sin embargo esos síntomas le son completamente extraños,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,{},{},{}
GraPo7bpl4U_10,71.53,76.42,pregunta número 3 las crisis de ansiedad puede provocarme un infarto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,{},{},{}
GraPo7bpl4U_11,76.44,76.73,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,paciente,seria,tranquila
GraPo7bpl4U_12,77.44,110.71,aunque parecieran síntomas similares la diferencia entre las crisis de ansiedad o ataques de pánico y el ataque al miocardio o el infarto es que el dolor en el pecho en las crisis de ansiedad suele ser ligero punzante y de corta duración como dijimos en el primer video en un tiempo aproximado de 10 minutos en cambio en un infarto este dolor puede ser muy sutil o inexistente y por ejemplo puede empezar a veces en la mandíbula extenderse hacia los brazos y el pecho la espalda y durar incluso hasta 20 minutos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,EXPLICATIVA,PERSUASIVA,DIALOGANTE
GraPo7bpl4U_13,111.919,115.509,pregunta número 4 tengo que tomar medicamentos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,{},{},{}
GraPo7bpl4U_14,116.02,150.749,no como primera alternativa si nunca has tomado medicamentos para las crisis de ansiedad es importante que consideres llevar a cabo un tratamiento psicológico como primera alternativa para aprender a dominar las crisis de un modo completamente natural conforme vayas ganando dominio sobre las crisis ya a lo mejor si estás tomando un tratamiento alternativo como tratamiento psiquiátrico tu médico podrá disminuirte la dosis o incluso quitarte el medicamento pero recuerda nunca automedicarte ni tomar una cantidad de medicamento que no te has suministrado el especialista,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.6666666666666666,{},{},{}
GraPo7bpl4U_15,153.159,156.579,pregunta número 5 en qué consiste el tratamiento psicológico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,Águila,Arena,Robot
GraPo7bpl4U_16,156.959,172.45,existen multiples alternativas de tratamiento psicológico sin embargo los más efectivos suelen ser aquellos que trabajan con el control de la hiperventilación la reestructuración cognitiva la terapia de relajación y algunas técnicas distintas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6666666666666666,{},{},{}
GraPo7bpl4U_17,172.629,177.45,sin embargo lo más importante es que sepas que están enfocadas en la reducción del estrés,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.6666666666666666,Importante,Reducción,{}
GraPo7bpl4U_18,178.5,185.759,toma en cuenta que ningún curso o tratamiento en línea puede sustituir a una terapia especializada y profesional,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,{},{},{}
GraPo7bpl4U_19,186.389,192.879,para ver cambio deberás comprometerte con tu tratamiento ya sea psicológico o psiquiátrico y ser muy constante,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3333333333333333,Cambios,Compromiso,Tratamiento
GraPo7bpl4U_20,193.719,198.899,si te perdiste la primer parte de este video da clic en el enlace que aparece adjunto en la descripción,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,Click,Enlace,Descripción
NBUIsf7ix9s_0,0.0,41.78,mi experiencia mi experiencia en este mba ha sido muy enriquecedora me ha impactado mucho porque yo buscaba aprender management y al final el programa está desarrollado de un modo que tú escoges tu propio proyecto hay como un reto hay como un desafío y es algo que tú mismo diseñas y al final en lugar de aprender un management teórico al final estás haciendo ya el management estás aplicando todos los conceptos de las clases en el terreno,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.6666666666666667,{},{},{}
NBUIsf7ix9s_1,41.89,59.88,el mentor es una figura muy potente de este programa porque es un profesional del sector que también es mba y entonces es alguien que te permite a aclarar dudas o ampliar reflexiones o que encuentra oportunidades cuando tú no has conseguido verlas,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.6666666666666666,{},{},{}
NBUIsf7ix9s_2,59.9,68.73,es alguien que al final te ayuda también a mantener un nivel de exigencia todo el rigor académico,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.6666666666666667,{},{},{}
NBUIsf7ix9s_3,69.3,82.54,me ha sorprendido en positivo algunas disciplinas algunas materias optativas por ejemplo de social media que es algo absolutamente indispensable en los días de hoy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,{},{},{}
NBUIsf7ix9s_4,82.68,106.66,profesionales muy fuertes business communication clases de presentación de proyectos cómo hacerlo cómo comunicar de la forma más correcta y otro aspecto muy importante era la orientación de la universidad y la pompeu es internacionalmente reconocida por su fuerza en el departamento económico financiero,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,{},{},{}
NBUIsf7ix9s_5,106.84,120.79,el mba ha impactado mucho en mi carrera profesional al ofrecerme una perspectiva de reflexión más amplia la verdad es que te permite después tomar decisiones con mucha más seguridad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,{},{},{}
NBUIsf7ix9s_6,120.92,138.42,por otro lado también las herramientas que te permiten hacer un mejor análisis de los datos de la información y el complemento de todas las áreas que vas trabajando desde el área financiero económico de operaciones de recursos humanos,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,{},{},{}
NBUIsf7ix9s_7,139.05,143.92,y me ha ofrecido sobre todo esa sensación de libertad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3333333333333333,ofrecido,sensación,libertad
NBUIsf7ix9s_8,144.59,177.81,si tuviera que recomendar este mba a alguien realmente lo que destacaría sería el hacer management porque consigues aprender de un modo muy vivo muy dinámico y muy real en una palabra definiría este programa como un pasaporte creo que es esta la palabra para mí es un pasaporte que te permite ir a donde tú quieras,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3333333333333333,MBA,Aprendizaje,Pasaporte
PZaZKDkGf7Q_0,4.509,5.929,buenos dias soy laura martín,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.3333333333333333,Sentimientos,Emociones,Atributos
PZaZKDkGf7Q_1,6.059,8.499,concejala de participación ciudadanía y distritos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,{},{},{}
PZaZKDkGf7Q_2,8.74,13.046162,hoy quiero hablaros sobre el proceso participativo del plan general de ordenación urbana,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.6666666666666667,Proceso,Participativo,PGOU
PZaZKDkGf7Q_3,13.046162,20.18,durante esta semana se han hecho públicos lo documentos de evaluación de este proceso en el que se han implicado decenas de vecinas y vecinos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6666666666666667,Documentos,Evaluación,Proceso
PZaZKDkGf7Q_4,21.02,34.77,con la memoria que ya se ha publicado y que podéis encontrar en el portal de transparencia del ayuntamiento se cierra el círculo de la participación vecinal y comienza el procedimiento administrativo en relación al avance del plan general,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,{},{},{}
PZaZKDkGf7Q_5,35.64,40.349,me gustaría compartir con vosotras algunas reflexiones sobre la importancia de este proceso,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,compartir,reflexiones,proceso
PZaZKDkGf7Q_6,41.509,48.559,en primer lugar esta es la primera vez que un plan general se somete a la participación activa y a la opinión de la ciudadanía,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.3333333333333333,Sentimientos,Emociones,Atributos
PZaZKDkGf7Q_7,49.12,58.09,el actual plan es de 1991 y en las siguientes modificaciones nunca se le preguntó a las vecinas y vecinos cómo querían que fuera su ciudad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6666666666666666,{},{},{}
PZaZKDkGf7Q_8,58.58,62.379,vosotros y vosotras sois quienes la viven sufran y disfrutan cada día,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.3333333333333333,Explicativa,Esperanzado,Segura
PZaZKDkGf7Q_9,62.759,65.67,y quien mejor puede aportar una visión global de lo que necesita,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,{},{},{}
PZaZKDkGf7Q_10,65.81,69.15,es por esto que el proceso ha despertado tanta expectación,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.3333333333333333,proceso,despertado,expectación
PZaZKDkGf7Q_11,69.26,77.99,se han recogido más de 550 propuestas tanto de entidades de la ciudad como de vecinos y vecinos a título individual partidos políticos e incluso empresas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.3333333333333333,{},{},{}
PZaZKDkGf7Q_12,78.61,83.79,en segundo lugar el tejido social ha estado muy muy implicado en el desarrollo de este documento,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,{},{},{}
PZaZKDkGf7Q_13,84.15,94.04,más de 44 asociaciones de distintos ámbitos han generado propuestas de calidad y algunas de ellas se han incluído en lo que pronto será el nuevo avance del plan general de ordenación urbana de alcalá,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.3333333333333333,{},{},{}
PZaZKDkGf7Q_14,94.6,97.42,a ellos y a ellas no podemos más que darles las gracias,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6666666666666667,Ell@s,Dar,Gracias
PZaZKDkGf7Q_15,97.45,102.01,con su trabajo y su empuje hemos conseguido imaginar la alcalá que queremos para el futuro,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6666666666666667,{},{},{}
PZaZKDkGf7Q_16,102.47,108.31,además desde el gobierno somos alcalá ha estado totalmente implicado en abrir el proyecto a la ciudadanía,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,{},{},{}
PZaZKDkGf7Q_17,108.81,118.97,en total se han celebrado 24 sesiones participativas o de información siempre en diferentes zonas de la ciudad para facilitar el acceso a toda persona que quisiera acercarse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3333333333333333,{},{},{}
PZaZKDkGf7Q_18,119.77,127.75,en definitiva hemos creado entre todas y todos unas líneas de trabajo que nos sirven como hoja de ruta que marca el futuro de la ciudad,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.3333333333333333,{},{},{}
PZaZKDkGf7Q_19,128.01,135.77,alcalá será gracias a la participación de sus vecinas y vecinos una ciudad más amable vivible y sostenible y más de la gente,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.6666666666666667,Alcalá,Participación,Sostenible
PZaZKDkGf7Q_20,135.88,139.99,una ciudad donde se mejore el espacio público y se apueste por una industria moderna basada en el,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,{},{},{}
PZaZKDkGf7Q_21,141.18,144.49,una ciudad que se piensa también desde la infancia y para la infancia,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,Esperanzada,Tranquila,Calmada
PZaZKDkGf7Q_22,144.85,150.42,una ciudad abierta que cuenta con su gente para cómo imaginamos todas la alcalá del futuro,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,{},{},{}
PZaZKDkGf7Q_23,150.999,154.271698,muchas gracias por vuestra atención y que paséis un buen día,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.6666666666666667,Tranquila,Calmada,Confiada
RX-6fWqbuaE_0,0.11,1.35,hello melones,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6666666666666665,ALEGRE,CONTENTA,GRACIOSO
RX-6fWqbuaE_1,1.56,14.65,como sabéis nos encanta complaceros y hablar de temas que sabemos que os preocupan y hace pocquito recibimos una ola de mensajes pidiéndonos que habláramos sobre las ventosidades vaginales,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0,{},{},{}
RX-6fWqbuaE_2,14.67,21.14,pero antes recordad suscribiros a nuestro canal y activad la campanita de notificaciones para que el sr,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3333333333333335,{},{},{}
RX-6fWqbuaE_3,21.14,23.46,youtube os recuerde cuando subamos vídeo,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,{},{},{}
RX-6fWqbuaE_4,29.78,33.72,ay los misteriosos pedos vaginales qué,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.3333333333333333,{},{},{}
RX-6fWqbuaE_5,35.0,36.04,han llegado hasta ahí,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,Llegado,Hasta,Ahí
RX-6fWqbuaE_6,36.34,40.03,y lo más importante qué puedo hacer para que no pasen,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,CONFIADA,CONTENTA,GRACIOSO
RX-6fWqbuaE_7,40.54,44.95,lo primero y más importante no son gases,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.6666666666666667,alegre,contenta,segura
RX-6fWqbuaE_8,45.26,51.13,estas ventosidades no tienen nada que ver con el gas o con la fermentación es sólo aire,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,{},{},{}
RX-6fWqbuaE_9,51.76,65.77,es decir es aire que entra y tiene que salir y si el orificio conocido como vagina está cerrado ya sea por un miembro por dedos o por juguetitos sexuales pues hará un sonido parecido al pedo,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,ALEGRE,FRESCA,GRACIOSA
